yyyy-mm,departure_port,arrival_port,route,nonimal_fare_(AUD),real_fare_(AUD)
2013-May,Brisbane,Mount Isa,Brisbane - Mount Isa,638,845
2013-May,Brisbane,Perth,Brisbane - Perth,378,500
2013-May,Brisbane,Proserpine,Brisbane - Proserpine,138,183
2013-May,Brisbane,Rockhampton,Brisbane - Rockhampton,153,203
2013-May,Brisbane,Roma,Brisbane - Roma,395,523
2013-May,Brisbane,Sydney,Brisbane - Sydney,130,172
2013-May,Brisbane,Townsville,Brisbane - Townsville,218,289
2013-May,Brisbane,Newcastle,Brisbane - Newcastle,118,156
2013-May,Broome,Perth,Broome - Perth,447,592
2013-May,Bundaberg,Brisbane,Bundaberg - Brisbane,218,289
2013-May,Cairns,Gold Coast,Cairns - Gold Coast,248,328
2013-May,Cairns,Melbourne,Cairns - Melbourne,270,357
2013-May,Cairns,Sydney,Cairns - Sydney,258,342
2013-May,Cairns,Townsville,Cairns - Townsville,193,256
2013-May,Canberra,Melbourne,Canberra - Melbourne,243,322
2013-May,Canberra,Sydney,Canberra - Sydney,183,242
2013-May,Coffs Harbour,Sydney,Coffs Harbour - Sydney,100,132
2013-May,Darwin,Melbourne,Darwin - Melbourne,398,527
2013-May,Darwin,Perth,Darwin - Perth,711,941
2013-May,Darwin,Sydney,Darwin - Sydney,338,448
2013-May,Devonport,Melbourne,Devonport - Melbourne,253,335
2013-May,Dubbo,Sydney,Dubbo - Sydney,273,361
2013-May,Geraldton,Perth,Geraldton - Perth,278,368
2013-May,Gold Coast,Sydney,Gold Coast - Sydney,90,119
2013-May,Hamilton Island,Sydney,Hamilton Island - Sydney,248,328
2013-May,Hobart,Melbourne,Hobart - Melbourne,98,130
2013-May,Hobart,Sydney,Hobart - Sydney,138,183
2013-May,Kalgoorlie,Perth,Kalgoorlie - Perth,406,537
2013-May,Karratha,Perth,Karratha - Perth,486,643
2013-May,Launceston,Melbourne,Launceston - Melbourne,118,156
2013-May,Launceston,Sydney,Launceston - Sydney,138,183
2013-May,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,160,212
2013-May,Sunshine Coast,Sydney,Sunshine Coast - Sydney,114,151
2013-May,Melbourne,Gold Coast,Melbourne - Gold Coast,160,212
2013-May,Melbourne,Mildura,Melbourne - Mildura,187,248
2013-May,Melbourne,Perth,Melbourne - Perth,240,318
2013-May,Melbourne,Sydney,Melbourne - Sydney,110,146
2013-May,Melbourne,Newcastle,Melbourne - Newcastle,134,177
2013-May,Paraburdoo,Perth,Paraburdoo - Perth,722,956
2013-May,Perth,Newman,Perth - Newman,518,686
2013-May,Perth,Port Hedland,Perth - Port Hedland,457,605
2013-May,Perth,Sydney,Perth - Sydney,448,593
2013-May,Port Macquarie,Sydney,Port Macquarie - Sydney,199,264
2013-May,Sydney,Tamworth,Sydney - Tamworth,249,330
2013-May,Sydney,Townsville,Sydney - Townsville,260,344
2013-May,Sydney,Wagga Wagga,Sydney - Wagga Wagga,228,302
2013-May,Newcastle,Gold Coast,Newcastle - Gold Coast,148,196
2013-Mar,Adelaide,Brisbane,Adelaide - Brisbane,328,436
2013-Mar,Adelaide,Canberra,Adelaide - Canberra,316,420
2013-Mar,Adelaide,Darwin,Adelaide - Darwin,388,516
2013-Mar,Adelaide,Gold Coast,Adelaide - Gold Coast,505,671
2013-Mar,Adelaide,Melbourne,Adelaide - Melbourne,140,186
2013-Mar,Adelaide,Perth,Adelaide - Perth,408,542
2013-Mar,Adelaide,Port Lincoln,Adelaide - Port Lincoln,225,300
2013-Mar,Adelaide,Sydney,Adelaide - Sydney,208,277
2013-Mar,Albury,Sydney,Albury - Sydney,216,288
2013-Mar,Alice Springs,Darwin,Alice Springs - Darwin,644,856
2013-Mar,Alice Springs,Melbourne,Alice Springs - Melbourne,724,962
2013-Mar,Armidale,Sydney,Armidale - Sydney,392,521
2013-Mar,Avalon,Brisbane,Avalon - Brisbane,368,489
2013-Mar,Avalon,Sydney,Avalon - Sydney,138,183
2013-Mar,Ayers Rock,Sydney,Ayers Rock - Sydney,559,743
2013-Mar,Ballina,Sydney,Ballina - Sydney,138,183
2013-Mar,Brisbane,Cairns,Brisbane - Cairns,278,370
2013-Mar,Brisbane,Canberra,Brisbane - Canberra,290,385
2013-Mar,Brisbane,Darwin,Brisbane - Darwin,518,689
2013-Mar,Brisbane,Emerald,Brisbane - Emerald,178,237
2013-Mar,Brisbane,Gladstone,Brisbane - Gladstone,150,199
2013-Mar,Brisbane,Hamilton Island,Brisbane - Hamilton Island,418,556
2013-Mar,Brisbane,Mackay,Brisbane - Mackay,138,183
2013-Mar,Brisbane,Melbourne,Brisbane - Melbourne,248,330
2013-Mar,Brisbane,Mount Isa,Brisbane - Mount Isa,588,782
2013-Mar,Brisbane,Perth,Brisbane - Perth,538,715
2013-Mar,Brisbane,Proserpine,Brisbane - Proserpine,220,292
2013-Mar,Brisbane,Rockhampton,Brisbane - Rockhampton,144,191
2013-Mar,Brisbane,Sydney,Brisbane - Sydney,158,210
2013-Mar,Brisbane,Townsville,Brisbane - Townsville,273,363
2013-Mar,Brisbane,Newcastle,Brisbane - Newcastle,118,157
2013-Mar,Broome,Perth,Broome - Perth,384,510
2013-Mar,Bundaberg,Brisbane,Bundaberg - Brisbane,218,290
2013-Mar,Cairns,Gold Coast,Cairns - Gold Coast,248,330
2013-Mar,Cairns,Melbourne,Cairns - Melbourne,270,359
2013-Mar,Cairns,Sydney,Cairns - Sydney,328,436
2013-Mar,Cairns,Townsville,Cairns - Townsville,208,277
2013-Mar,Canberra,Melbourne,Canberra - Melbourne,228,303
2013-Mar,Canberra,Sydney,Canberra - Sydney,180,239
2013-Mar,Coffs Harbour,Sydney,Coffs Harbour - Sydney,160,213
2013-Mar,Darwin,Melbourne,Darwin - Melbourne,508,675
2013-Mar,Darwin,Perth,Darwin - Perth,478,635
2013-Mar,Darwin,Sydney,Darwin - Sydney,588,782
2013-Mar,Devonport,Melbourne,Devonport - Melbourne,253,336
2013-Mar,Dubbo,Sydney,Dubbo - Sydney,273,363
2013-Mar,Geraldton,Perth,Geraldton - Perth,278,369
2013-Mar,Gold Coast,Sydney,Gold Coast - Sydney,158,210
2013-Mar,Hamilton Island,Sydney,Hamilton Island - Sydney,318,423
2013-Mar,Hobart,Melbourne,Hobart - Melbourne,118,157
2013-Mar,Hobart,Sydney,Hobart - Sydney,198,263
2013-Mar,Kalgoorlie,Perth,Kalgoorlie - Perth,426,566
2013-Mar,Karratha,Perth,Karratha - Perth,474,630
2013-Mar,Launceston,Melbourne,Launceston - Melbourne,108,144
2013-Mar,Launceston,Sydney,Launceston - Sydney,156,207
2013-Mar,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,230,306
2013-Mar,Sunshine Coast,Sydney,Sunshine Coast - Sydney,168,223
2013-Mar,Melbourne,Gold Coast,Melbourne - Gold Coast,380,505
2013-Mar,Melbourne,Mildura,Melbourne - Mildura,243,323
2013-Mar,Melbourne,Perth,Melbourne - Perth,415,552
2013-Mar,Melbourne,Sydney,Melbourne - Sydney,155,206
2013-Mar,Melbourne,Newcastle,Melbourne - Newcastle,114,152
2013-Mar,Paraburdoo,Perth,Paraburdoo - Perth,834,1109
2013-Mar,Perth,Newman,Perth - Newman,458,609
2013-Mar,Perth,Port Hedland,Perth - Port Hedland,458,609
2013-Mar,Perth,Sydney,Perth - Sydney,548,728
2013-Mar,Port Macquarie,Sydney,Port Macquarie - Sydney,174,231
2013-Mar,Sydney,Tamworth,Sydney - Tamworth,349,464
2013-Mar,Sydney,Townsville,Sydney - Townsville,278,370
2013-Mar,Sydney,Wagga Wagga,Sydney - Wagga Wagga,231,307
2013-Mar,Newcastle,Gold Coast,Newcastle - Gold Coast,278,370
2013-Jun,Adelaide,Brisbane,Adelaide - Brisbane,258,342
2013-Jun,Adelaide,Canberra,Adelaide - Canberra,330,437
2013-Jun,Adelaide,Darwin,Adelaide - Darwin,868,1149
2013-Jun,Adelaide,Gold Coast,Adelaide - Gold Coast,368,487
2013-Jun,Adelaide,Melbourne,Adelaide - Melbourne,90,119
2013-Jun,Adelaide,Perth,Adelaide - Perth,318,421
2013-Jun,Adelaide,Port Lincoln,Adelaide - Port Lincoln,218,288
2013-Jun,Adelaide,Sydney,Adelaide - Sydney,188,249
2013-Jun,Albury,Sydney,Albury - Sydney,190,252
2013-Jun,Alice Springs,Darwin,Alice Springs - Darwin,684,906
2013-Jun,Armidale,Sydney,Armidale - Sydney,298,395
2013-Jun,Avalon,Brisbane,Avalon - Brisbane,258,342
2013-Jun,Avalon,Sydney,Avalon - Sydney,98,130
2013-Jun,Ayers Rock,Sydney,Ayers Rock - Sydney,638,845
2013-Jun,Ballina,Sydney,Ballina - Sydney,98,130
2013-Jun,Brisbane,Cairns,Brisbane - Cairns,248,328
2013-Jun,Brisbane,Canberra,Brisbane - Canberra,310,410
2013-Jun,Brisbane,Darwin,Brisbane - Darwin,540,715
2013-Jun,Brisbane,Emerald,Brisbane - Emerald,220,291
2013-Jun,Brisbane,Gladstone,Brisbane - Gladstone,198,262
2013-Jun,Brisbane,Hamilton Island,Brisbane - Hamilton Island,224,297
2013-Jun,Brisbane,Mackay,Brisbane - Mackay,168,222
2013-Jun,Brisbane,Melbourne,Brisbane - Melbourne,170,225
2013-Jun,Brisbane,Moranbah,Brisbane - Moranbah,319,422
2013-Jun,Brisbane,Mount Isa,Brisbane - Mount Isa,664,879
2013-Jun,Brisbane,Perth,Brisbane - Perth,398,527
2013-Jun,Brisbane,Proserpine,Brisbane - Proserpine,188,249
2013-Jun,Brisbane,Rockhampton,Brisbane - Rockhampton,170,225
2013-Jun,Brisbane,Roma,Brisbane - Roma,395,523
2013-Jun,Brisbane,Sydney,Brisbane - Sydney,138,183
2013-Jun,Brisbane,Townsville,Brisbane - Townsville,308,408
2013-Jun,Brisbane,Newcastle,Brisbane - Newcastle,158,209
2013-Jun,Broome,Perth,Broome - Perth,525,695
2013-Jun,Bundaberg,Brisbane,Bundaberg - Brisbane,218,289
2013-Jun,Cairns,Gold Coast,Cairns - Gold Coast,188,249
2013-Jun,Cairns,Melbourne,Cairns - Melbourne,315,417
2013-Jun,Cairns,Sydney,Cairns - Sydney,235,311
2013-Jun,Cairns,Townsville,Cairns - Townsville,198,262
2013-Jun,Canberra,Melbourne,Canberra - Melbourne,258,342
2013-Jun,Canberra,Sydney,Canberra - Sydney,210,278
2013-Jun,Coffs Harbour,Sydney,Coffs Harbour - Sydney,70,93
2013-Jun,Darwin,Melbourne,Darwin - Melbourne,438,580
2013-Jun,Darwin,Perth,Darwin - Perth,618,818
2013-Jun,Darwin,Sydney,Darwin - Sydney,418,553
2013-Jun,Devonport,Melbourne,Devonport - Melbourne,317,420
2013-Jun,Dubbo,Sydney,Dubbo - Sydney,273,361
2013-Jun,Geraldton,Perth,Geraldton - Perth,350,463
2013-Jun,Gold Coast,Sydney,Gold Coast - Sydney,90,119
2013-Jun,Hamilton Island,Sydney,Hamilton Island - Sydney,298,395
2013-Jun,Hobart,Melbourne,Hobart - Melbourne,90,119
2013-Jun,Hobart,Sydney,Hobart - Sydney,188,249
2013-Jun,Kalgoorlie,Perth,Kalgoorlie - Perth,368,487
2013-Jun,Karratha,Perth,Karratha - Perth,608,805
2013-Jun,Launceston,Melbourne,Launceston - Melbourne,118,156
2013-Jun,Launceston,Sydney,Launceston - Sydney,128,170
2013-Jun,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,140,185
2013-Jun,Sunshine Coast,Sydney,Sunshine Coast - Sydney,128,170
2013-Jun,Melbourne,Gold Coast,Melbourne - Gold Coast,180,238
2013-Jun,Melbourne,Mildura,Melbourne - Mildura,198,262
2013-Jun,Melbourne,Perth,Melbourne - Perth,300,397
2013-Jun,Melbourne,Sydney,Melbourne - Sydney,110,146
2013-Jun,Melbourne,Newcastle,Melbourne - Newcastle,118,156
2013-Jun,Paraburdoo,Perth,Paraburdoo - Perth,722,956
2013-Jun,Perth,Newman,Perth - Newman,618,818
2013-Jun,Perth,Port Hedland,Perth - Port Hedland,600,794
2013-Jun,Perth,Sydney,Perth - Sydney,448,593
2013-Jun,Port Macquarie,Sydney,Port Macquarie - Sydney,210,278
2013-Jun,Sydney,Tamworth,Sydney - Tamworth,250,331
2013-Jun,Sydney,Townsville,Sydney - Townsville,354,469
2013-Jun,Sydney,Wagga Wagga,Sydney - Wagga Wagga,228,302
2013-Jun,Newcastle,Gold Coast,Newcastle - Gold Coast,118,156
2013-Jul,Adelaide,Brisbane,Adelaide - Brisbane,258,338
2013-Jul,Adelaide,Canberra,Adelaide - Canberra,304,398
2013-Jul,Adelaide,Darwin,Adelaide - Darwin,618,809
2013-Jul,Adelaide,Gold Coast,Adelaide - Gold Coast,264,346
2013-Jul,Adelaide,Melbourne,Adelaide - Melbourne,105,137
2013-Jul,Adelaide,Perth,Adelaide - Perth,248,325
2013-Jul,Adelaide,Port Lincoln,Adelaide - Port Lincoln,218,285
2013-Jul,Adelaide,Sydney,Adelaide - Sydney,178,233
2013-Jul,Albury,Sydney,Albury - Sydney,174,228
2013-Jul,Alice Springs,Darwin,Alice Springs - Darwin,582,762
2013-Jul,Armidale,Sydney,Armidale - Sydney,300,393
2013-Jul,Avalon,Brisbane,Avalon - Brisbane,248,325
2013-Jul,Avalon,Sydney,Avalon - Sydney,178,233
2013-Jul,Ayers Rock,Sydney,Ayers Rock - Sydney,748,979
2013-Jul,Ballina,Sydney,Ballina - Sydney,98,128
2013-Jul,Brisbane,Cairns,Brisbane - Cairns,188,246
2013-Jul,Brisbane,Canberra,Brisbane - Canberra,230,301
2013-Jul,Brisbane,Darwin,Brisbane - Darwin,474,620
2013-Jul,Brisbane,Emerald,Brisbane - Emerald,224,293
2013-Jul,Brisbane,Gladstone,Brisbane - Gladstone,160,209
2013-Jul,Brisbane,Hamilton Island,Brisbane - Hamilton Island,178,233
2013-Jul,Brisbane,Mackay,Brisbane - Mackay,114,149
2013-Jul,Brisbane,Melbourne,Brisbane - Melbourne,150,196
2013-Jul,Brisbane,Moranbah,Brisbane - Moranbah,299,391
2013-Jul,Brisbane,Mount Isa,Brisbane - Mount Isa,578,756
2013-Jul,Brisbane,Perth,Brisbane - Perth,524,686
2013-Jul,Brisbane,Proserpine,Brisbane - Proserpine,118,154
2013-Jul,Brisbane,Rockhampton,Brisbane - Rockhampton,154,202
2013-Jul,Brisbane,Roma,Brisbane - Roma,395,517
2013-Jul,Brisbane,Sydney,Brisbane - Sydney,115,150
2013-Jul,Brisbane,Townsville,Brisbane - Townsville,283,370
2013-Jul,Brisbane,Newcastle,Brisbane - Newcastle,108,141
2013-Jul,Broome,Perth,Broome - Perth,572,749
2013-Jul,Bundaberg,Brisbane,Bundaberg - Brisbane,251,329
2013-Jul,Cairns,Gold Coast,Cairns - Gold Coast,208,272
2013-Jul,Cairns,Melbourne,Cairns - Melbourne,270,353
2013-Jul,Cairns,Sydney,Cairns - Sydney,200,262
2013-Jul,Cairns,Townsville,Cairns - Townsville,178,233
2013-Jul,Canberra,Melbourne,Canberra - Melbourne,198,259
2013-Jul,Canberra,Sydney,Canberra - Sydney,158,207
2013-Jul,Coffs Harbour,Sydney,Coffs Harbour - Sydney,85,111
2013-Jul,Darwin,Melbourne,Darwin - Melbourne,518,678
2013-Jul,Darwin,Perth,Darwin - Perth,558,730
2013-Jul,Darwin,Sydney,Darwin - Sydney,448,586
2013-Jul,Devonport,Melbourne,Devonport - Melbourne,320,419
2013-Jul,Dubbo,Sydney,Dubbo - Sydney,274,358
2013-Jul,Geraldton,Perth,Geraldton - Perth,310,406
2013-Jul,Gold Coast,Sydney,Gold Coast - Sydney,98,128
2013-Jul,Hamilton Island,Sydney,Hamilton Island - Sydney,278,364
2013-Jul,Hobart,Melbourne,Hobart - Melbourne,78,102
2013-Jul,Hobart,Sydney,Hobart - Sydney,138,181
2013-Jul,Kalgoorlie,Perth,Kalgoorlie - Perth,318,416
2013-Jul,Karratha,Perth,Karratha - Perth,534,699
2013-Jul,Launceston,Melbourne,Launceston - Melbourne,114,149
2013-Jul,Launceston,Sydney,Launceston - Sydney,128,168
2013-Jul,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,170,222
2013-Jul,Sunshine Coast,Sydney,Sunshine Coast - Sydney,134,175
2013-Jul,Melbourne,Gold Coast,Melbourne - Gold Coast,215,281
2013-Jul,Melbourne,Mildura,Melbourne - Mildura,205,268
2013-Jul,Melbourne,Perth,Melbourne - Perth,285,373
2013-Jul,Melbourne,Sydney,Melbourne - Sydney,215,281
2013-Jul,Melbourne,Newcastle,Melbourne - Newcastle,174,228
2013-Jul,Paraburdoo,Perth,Paraburdoo - Perth,566,741
2013-Jul,Perth,Newman,Perth - Newman,524,686
2013-Jul,Perth,Port Hedland,Perth - Port Hedland,494,647
2013-Jul,Perth,Sydney,Perth - Sydney,434,568
2013-Jul,Port Macquarie,Sydney,Port Macquarie - Sydney,194,254
2013-Jul,Sydney,Tamworth,Sydney - Tamworth,253,331
2013-Jul,Sydney,Townsville,Sydney - Townsville,354,463
2013-Jul,Sydney,Wagga Wagga,Sydney - Wagga Wagga,228,299
2013-Jul,Newcastle,Gold Coast,Newcastle - Gold Coast,158,207
2013-Jan,Adelaide,Brisbane,Adelaide - Brisbane,258,343
2013-Jan,Adelaide,Canberra,Adelaide - Canberra,319,424
2013-Jan,Adelaide,Darwin,Adelaide - Darwin,318,423
2013-Jan,Adelaide,Gold Coast,Adelaide - Gold Coast,248,330
2013-Jan,Adelaide,Melbourne,Adelaide - Melbourne,98,130
2013-Jan,Adelaide,Perth,Adelaide - Perth,328,436
2013-Jan,Adelaide,Port Lincoln,Adelaide - Port Lincoln,197,262
2013-Jan,Adelaide,Sydney,Adelaide - Sydney,170,226
2013-Jan,Albury,Sydney,Albury - Sydney,210,279
2013-Jan,Alice Springs,Darwin,Alice Springs - Darwin,610,811
2013-Jan,Alice Springs,Melbourne,Alice Springs - Melbourne,558,742
2013-Jan,Armidale,Sydney,Armidale - Sydney,294,391
2013-Jan,Avalon,Brisbane,Avalon - Brisbane,158,210
2013-Jan,Avalon,Sydney,Avalon - Sydney,74,98
2013-Jan,Ayers Rock,Sydney,Ayers Rock - Sydney,449,597
2013-Jan,Ballina,Sydney,Ballina - Sydney,158,210
2013-Jan,Brisbane,Cairns,Brisbane - Cairns,248,330
2013-Jan,Brisbane,Canberra,Brisbane - Canberra,240,319
2013-Jan,Brisbane,Darwin,Brisbane - Darwin,270,359
2013-Jan,Brisbane,Emerald,Brisbane - Emerald,296,393
2013-Jan,Brisbane,Gladstone,Brisbane - Gladstone,212,282
2013-Jan,Brisbane,Hamilton Island,Brisbane - Hamilton Island,196,261
2013-Jan,Brisbane,Mackay,Brisbane - Mackay,178,237
2013-Jan,Brisbane,Melbourne,Brisbane - Melbourne,179,238
2013-Jan,Brisbane,Mount Isa,Brisbane - Mount Isa,488,649
2013-Jan,Brisbane,Perth,Brisbane - Perth,398,529
2013-Jan,Brisbane,Proserpine,Brisbane - Proserpine,118,157
2013-Jan,Brisbane,Rockhampton,Brisbane - Rockhampton,176,234
2013-Jan,Brisbane,Sydney,Brisbane - Sydney,110,146
2013-Jan,Brisbane,Townsville,Brisbane - Townsville,238,316
2013-Jan,Brisbane,Newcastle,Brisbane - Newcastle,128,170
2013-Jan,Broome,Perth,Broome - Perth,408,542
2013-Jan,Bundaberg,Brisbane,Bundaberg - Brisbane,238,316
2013-Jan,Cairns,Gold Coast,Cairns - Gold Coast,268,356
2013-Jan,Cairns,Melbourne,Cairns - Melbourne,231,307
2013-Jan,Cairns,Sydney,Cairns - Sydney,368,489
2013-Jan,Cairns,Townsville,Cairns - Townsville,198,263
2013-Jan,Canberra,Melbourne,Canberra - Melbourne,218,290
2013-Jan,Canberra,Sydney,Canberra - Sydney,184,245
2013-Jan,Coffs Harbour,Sydney,Coffs Harbour - Sydney,190,253
2013-Jan,Darwin,Melbourne,Darwin - Melbourne,270,359
2013-Jan,Darwin,Perth,Darwin - Perth,338,449
2013-Jan,Darwin,Sydney,Darwin - Sydney,270,359
2013-Jan,Devonport,Melbourne,Devonport - Melbourne,317,421
2013-Jan,Dubbo,Sydney,Dubbo - Sydney,273,363
2013-Jan,Geraldton,Perth,Geraldton - Perth,278,369
2013-Jan,Gold Coast,Sydney,Gold Coast - Sydney,105,140
2013-Jan,Hamilton Island,Sydney,Hamilton Island - Sydney,288,383
2013-Jan,Hobart,Melbourne,Hobart - Melbourne,111,147
2013-Jan,Hobart,Sydney,Hobart - Sydney,208,277
2013-Jan,Kalgoorlie,Perth,Kalgoorlie - Perth,449,597
2013-Jan,Karratha,Perth,Karratha - Perth,468,622
2013-Jan,Launceston,Melbourne,Launceston - Melbourne,138,183
2013-Jan,Launceston,Sydney,Launceston - Sydney,178,237
2013-Jan,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,338,449
2013-Jan,Sunshine Coast,Sydney,Sunshine Coast - Sydney,138,183
2013-Jan,Melbourne,Gold Coast,Melbourne - Gold Coast,160,213
2013-Jan,Melbourne,Mildura,Melbourne - Mildura,230,306
2013-Jan,Melbourne,Perth,Melbourne - Perth,285,379
2013-Jan,Melbourne,Sydney,Melbourne - Sydney,90,120
2013-Jan,Melbourne,Newcastle,Melbourne - Newcastle,148,197
2013-Jan,Paraburdoo,Perth,Paraburdoo - Perth,508,675
2013-Jan,Perth,Newman,Perth - Newman,673,895
2013-Jan,Perth,Port Hedland,Perth - Port Hedland,498,662
2013-Jan,Perth,Sydney,Perth - Sydney,398,529
2013-Jan,Port Macquarie,Sydney,Port Macquarie - Sydney,218,290
2013-Jan,Sydney,Tamworth,Sydney - Tamworth,204,271
2013-Jan,Sydney,Townsville,Sydney - Townsville,178,237
2013-Jan,Sydney,Wagga Wagga,Sydney - Wagga Wagga,228,303
2013-Jan,Newcastle,Gold Coast,Newcastle - Gold Coast,168,223
2013-Feb,Adelaide,Brisbane,Adelaide - Brisbane,288,383
2013-Feb,Adelaide,Canberra,Adelaide - Canberra,350,465
2013-Feb,Adelaide,Darwin,Adelaide - Darwin,328,436
2013-Feb,Adelaide,Gold Coast,Adelaide - Gold Coast,318,423
2013-Feb,Adelaide,Melbourne,Adelaide - Melbourne,118,157
2013-Feb,Adelaide,Perth,Adelaide - Perth,328,436
2013-Feb,Adelaide,Port Lincoln,Adelaide - Port Lincoln,226,300
2013-Feb,Adelaide,Sydney,Adelaide - Sydney,228,303
2013-Feb,Albury,Sydney,Albury - Sydney,198,263
2013-Feb,Alice Springs,Darwin,Alice Springs - Darwin,610,811
2013-Feb,Alice Springs,Melbourne,Alice Springs - Melbourne,598,795
2013-Feb,Armidale,Sydney,Armidale - Sydney,392,521
2013-Feb,Avalon,Brisbane,Avalon - Brisbane,268,356
2013-Feb,Avalon,Sydney,Avalon - Sydney,84,112
2013-Feb,Ayers Rock,Sydney,Ayers Rock - Sydney,470,625
2013-Feb,Ballina,Sydney,Ballina - Sydney,138,183
2013-Feb,Brisbane,Cairns,Brisbane - Cairns,218,290
2013-Feb,Brisbane,Canberra,Brisbane - Canberra,290,385
2013-Feb,Brisbane,Darwin,Brisbane - Darwin,378,502
2013-Feb,Brisbane,Emerald,Brisbane - Emerald,288,383
2013-Feb,Brisbane,Gladstone,Brisbane - Gladstone,244,324
2013-Feb,Brisbane,Hamilton Island,Brisbane - Hamilton Island,178,237
2013-Feb,Brisbane,Mackay,Brisbane - Mackay,158,210
2013-Feb,Brisbane,Melbourne,Brisbane - Melbourne,180,239
2013-Feb,Brisbane,Mount Isa,Brisbane - Mount Isa,578,768
2013-Feb,Brisbane,Perth,Brisbane - Perth,368,489
2013-Feb,Brisbane,Proserpine,Brisbane - Proserpine,168,223
2013-Feb,Brisbane,Rockhampton,Brisbane - Rockhampton,170,226
2013-Feb,Brisbane,Sydney,Brisbane - Sydney,110,146
2013-Feb,Brisbane,Townsville,Brisbane - Townsville,228,303
2013-Feb,Brisbane,Newcastle,Brisbane - Newcastle,108,144
2013-Feb,Broome,Perth,Broome - Perth,498,662
2013-Feb,Bundaberg,Brisbane,Bundaberg - Brisbane,258,343
2013-Feb,Cairns,Gold Coast,Cairns - Gold Coast,248,330
2013-Feb,Cairns,Melbourne,Cairns - Melbourne,160,213
2013-Feb,Cairns,Sydney,Cairns - Sydney,378,502
2013-Feb,Cairns,Townsville,Cairns - Townsville,198,263
2013-Feb,Canberra,Melbourne,Canberra - Melbourne,258,343
2013-Feb,Canberra,Sydney,Canberra - Sydney,210,279
2013-Feb,Coffs Harbour,Sydney,Coffs Harbour - Sydney,190,253
2013-Feb,Darwin,Melbourne,Darwin - Melbourne,348,463
2013-Feb,Darwin,Perth,Darwin - Perth,458,609
2013-Feb,Darwin,Sydney,Darwin - Sydney,358,476
2013-Feb,Devonport,Melbourne,Devonport - Melbourne,367,488
2013-Feb,Dubbo,Sydney,Dubbo - Sydney,305,405
2013-Feb,Geraldton,Perth,Geraldton - Perth,330,439
2013-Feb,Gold Coast,Sydney,Gold Coast - Sydney,85,113
2013-Feb,Hamilton Island,Sydney,Hamilton Island - Sydney,298,396
2013-Feb,Hobart,Melbourne,Hobart - Melbourne,130,173
2013-Feb,Hobart,Sydney,Hobart - Sydney,228,303
2013-Feb,Kalgoorlie,Perth,Kalgoorlie - Perth,397,528
2013-Feb,Karratha,Perth,Karratha - Perth,510,678
2013-Feb,Launceston,Melbourne,Launceston - Melbourne,170,226
2013-Feb,Launceston,Sydney,Launceston - Sydney,178,237
2013-Feb,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,260,346
2013-Feb,Sunshine Coast,Sydney,Sunshine Coast - Sydney,178,237
2013-Feb,Melbourne,Gold Coast,Melbourne - Gold Coast,85,113
2013-Feb,Melbourne,Mildura,Melbourne - Mildura,218,290
2013-Feb,Melbourne,Perth,Melbourne - Perth,285,379
2013-Feb,Melbourne,Sydney,Melbourne - Sydney,100,133
2013-Feb,Melbourne,Newcastle,Melbourne - Newcastle,168,223
2013-Feb,Paraburdoo,Perth,Paraburdoo - Perth,691,918
2013-Feb,Perth,Newman,Perth - Newman,534,710
2013-Feb,Perth,Port Hedland,Perth - Port Hedland,558,742
2013-Feb,Perth,Sydney,Perth - Sydney,448,595
2013-Feb,Port Macquarie,Sydney,Port Macquarie - Sydney,210,279
2013-Feb,Sydney,Tamworth,Sydney - Tamworth,285,379
2013-Feb,Sydney,Townsville,Sydney - Townsville,250,332
2013-Feb,Sydney,Wagga Wagga,Sydney - Wagga Wagga,228,303
2013-Feb,Newcastle,Gold Coast,Newcastle - Gold Coast,228,303
2013-Dec,Adelaide,Brisbane,Adelaide - Brisbane,438,569
2013-Dec,Adelaide,Canberra,Adelaide - Canberra,507,658
2013-Dec,Adelaide,Darwin,Adelaide - Darwin,478,621
2013-Dec,Adelaide,Gold Coast,Adelaide - Gold Coast,458,595
2013-Dec,Adelaide,Melbourne,Adelaide - Melbourne,188,244
2013-Dec,Adelaide,Perth,Adelaide - Perth,428,556
2013-Dec,Adelaide,Port Lincoln,Adelaide - Port Lincoln,264,343
2013-Dec,Adelaide,Sydney,Adelaide - Sydney,289,375
2013-Dec,Albury,Sydney,Albury - Sydney,301,391
2013-Dec,Alice Springs,Darwin,Alice Springs - Darwin,678,881
2013-Dec,Armidale,Sydney,Armidale - Sydney,261,339
2013-Dec,Avalon,Brisbane,Avalon - Brisbane,298,387
2013-Dec,Avalon,Sydney,Avalon - Sydney,208,270
2013-Dec,Ayers Rock,Sydney,Ayers Rock - Sydney,518,673
2013-Dec,Ballina,Sydney,Ballina - Sydney,148,192
2013-Dec,Brisbane,Cairns,Brisbane - Cairns,278,361
2013-Dec,Brisbane,Canberra,Brisbane - Canberra,388,504
2013-Dec,Brisbane,Darwin,Brisbane - Darwin,398,517
